customer_id,age,gender,education_level,employment_type,annual_income,loan_amount,credit_score,repayment_history,transaction_count,spending_ratio,default_flag,age_missing,annual_income_missing,loan_amount_missing,credit_score_missing,repayment_history_missing,transaction_count_missing,spending_ratio_missing,default_flag_missing,join_year,join_month,join_day,join_weekday,education_level_encoded,gender_encoded,region_North,region_South,region_West,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,loan_purpose_Other,income_bin,high_income_flag,transaction_quantile,income_kmeans_bin,debt_to_income_ratio,avg_monthly_transactions,spending_to_income_ratio
CUST1032,66.0,Female,Graduate,Salaried,1113237.0,574392.0,548.0,1.0,116.0,19.24,0,0,0,0,0,0,0,0,0,2023,3,30,3,2.0,0,False,False,True,False,False,True,False,Medium,1,Q4,3,0.5159656030117576,9.666666666666666,19.24
CUST1033,44.0,Female,Secondary,Unemployed,143014.0,270617.0,471.0,2.0,78.0,15.71,0,0,0,0,0,0,0,0,0,2020,7,31,4,1.0,0,True,False,False,False,False,True,False,Low,0,Q3,0,1.8922413190317031,6.5,15.71
CUST1034,59.0,Male,Secondary,Self-Employed,143014.0,1094367.0,381.0,3.0,40.0,70.84,0,0,0,0,0,0,0,0,0,2021,3,19,4,1.0,1,True,False,False,False,False,False,False,Low,0,Q2,0,7.652166920721048,3.3333333333333335,70.84
CUST1035,45.0,Male,Graduate,Salaried,2473455.0,1249033.0,581.0,1.0,101.0,48.85,0,0,0,0,0,0,0,0,0,2019,12,7,5,2.0,1,False,False,True,False,False,False,True,Very High,1,Q4,2,0.5049750248134695,8.416666666666666,48.85
CUST1036,33.0,Female,Primary,Salaried,1584900.0,696470.0,641.0,1.0,27.0,37.43,0,0,0,0,0,0,0,0,0,2018,7,24,1,0.0,0,False,False,False,False,True,False,False,High,1,Q1,1,0.43944097419395545,2.25,37.43
CUST1037,32.0,Female,Post-Graduate,Salaried,462811.0,658935.0,477.0,1.0,44.0,43.47,0,0,0,0,0,0,0,0,0,2024,5,17,4,3.0,0,True,False,False,False,False,False,False,Low,0,Q2,0,1.423766937259486,3.6666666666666665,43.47
CUST1038,64.0,Male,Graduate,Salaried,1595554.0,196963.0,846.0,1.0,9.0,84.32,0,0,0,0,0,0,0,0,0,2016,1,21,3,2.0,1,False,False,True,False,False,False,True,High,1,Q1,1,0.123444897508953,0.75,84.32
CUST1039,68.0,Male,Graduate,Salaried,1674502.0,1233183.0,431.0,3.0,38.0,82.86,0,0,0,0,0,0,0,0,0,2018,9,25,1,2.0,1,True,False,False,False,False,False,True,High,1,Q2,1,0.7364476124841893,3.1666666666666665,82.86
CUST1040,61.0,Male,Post-Graduate,Salaried,1461710.0,778987.0,380.0,1.0,28.0,67.25,0,0,0,0,0,0,0,0,0,2019,12,2,0,3.0,1,False,False,False,True,False,False,False,High,1,Q1,1,0.5329285562799735,2.3333333333333335,67.25
CUST1041,44.0,Female,Secondary,Salaried,1732390.0,978729.0,380.0,0.0,21.0,80.77,0,0,0,0,0,0,0,0,0,2017,4,1,5,1.0,0,False,True,False,True,False,False,False,High,1,Q1,1,0.5649588141238405,1.75,80.77
CUST1042,69.0,Female,Post-Graduate,Self-Employed,2019983.0,1089313.0,520.0,2.0,99.0,35.57,0,0,0,0,0,0,0,0,0,2020,1,7,1,3.0,0,True,False,False,False,False,True,False,Very High,1,Q4,2,0.5392683997835626,8.25,35.57
CUST1044,20.0,Male,Graduate,Self-Employed,947392.0,865165.0,409.0,0.0,85.0,59.1,0,0,0,0,0,0,0,0,0,2024,5,19,6,2.0,1,False,False,True,False,True,False,False,Medium,1,Q3,3,0.913206993514828,7.083333333333333,59.1
CUST1048,38.0,Female,Secondary,Unemployed,2425156.0,365639.0,653.0,1.0,19.0,88.89,0,0,0,0,0,0,0,0,0,2021,8,8,6,1.0,0,False,True,False,False,False,False,True,Very High,1,Q1,2,0.1507692701005626,1.5833333333333333,88.89
CUST1050,56.0,Female,Graduate,Unemployed,2019726.0,1470346.0,445.0,3.0,19.0,44.8,0,0,0,0,0,0,0,0,0,2024,10,26,5,2.0,0,True,False,False,False,False,True,False,Very High,1,Q1,2,0.7279928069451005,1.5833333333333333,44.8
CUST1051,35.0,Female,Graduate,Salaried,461325.0,398697.0,311.0,0.0,118.0,68.18,0,0,0,0,0,0,0,0,0,2024,8,6,1,2.0,0,False,False,True,True,False,False,False,Low,0,Q4,0,0.8642432124857746,9.833333333333334,68.18
CUST1052,21.0,Male,Graduate,Salaried,974235.0,302168.0,528.0,1.0,118.0,31.56,0,0,0,0,0,0,0,0,0,2018,8,26,6,2.0,1,False,False,False,True,False,False,False,Medium,1,Q4,3,0.31015925315760573,9.833333333333334,31.56
CUST1053,42.0,Male,Post-Graduate,Self-Employed,386024.0,526297.0,503.0,3.0,29.0,18.01,0,0,0,0,0,0,0,0,0,2018,3,15,3,3.0,1,False,False,True,False,False,False,False,Low,0,Q1,0,1.363378960893623,2.4166666666666665,18.01
CUST1054,31.0,Female,Primary,Self-Employed,216645.0,1012014.0,813.0,0.0,57.0,38.19,0,0,0,0,0,0,0,0,0,2019,6,7,4,0.0,0,True,False,False,False,False,False,True,Low,0,Q2,0,4.671300976251471,4.75,38.19
CUST1055,67.0,Male,Graduate,Self-Employed,1829182.0,1084153.0,736.0,1.0,25.0,42.24,0,0,0,0,0,0,0,0,0,2017,12,23,5,2.0,1,False,False,True,False,True,False,False,High,1,Q1,1,0.5926982662195451,2.0833333333333335,42.24
CUST1056,26.0,Male,Secondary,Salaried,2249068.0,878964.0,811.0,0.0,106.0,11.32,0,0,0,0,0,0,0,0,0,2018,12,31,0,1.0,1,False,True,False,False,True,False,False,Very High,1,Q4,2,0.39081254990956255,8.833333333333334,11.32
CUST1057,43.0,Male,Post-Graduate,Salaried,2445766.0,362548.0,712.0,1.0,70.0,75.18,0,0,0,0,0,0,0,0,0,2018,9,28,4,3.0,1,False,False,True,False,False,False,False,Very High,1,Q3,2,0.14823494970491863,5.833333333333333,75.18
CUST1058,44.0,Male,Graduate,Salaried,1547256.0,141915.0,798.0,1.0,95.0,38.74,0,0,0,0,0,0,0,0,0,2024,1,1,0,2.0,1,False,True,False,True,False,False,False,High,1,Q4,1,0.0917204392808947,7.916666666666667,38.74
CUST1059,19.0,Male,Graduate,Unemployed,908282.0,876822.0,435.0,4.0,117.0,56.43,0,0,0,0,0,0,0,0,0,2016,3,24,3,2.0,1,False,False,False,False,True,False,False,Medium,1,Q4,3,0.9653631801577043,9.75,56.43
CUST1061,45.0,Male,Secondary,Salaried,1929388.0,218674.0,710.0,0.0,25.0,24.0,0,0,0,0,0,0,0,0,0,2020,10,23,4,1.0,1,False,False,True,False,False,False,False,Very High,1,Q1,2,0.11333853014531033,2.0833333333333335,24.0
CUST1064,61.0,Female,Secondary,Unemployed,1264895.0,1197213.0,748.0,1.0,87.0,86.02,0,0,0,0,0,0,0,0,0,2023,10,11,2,1.0,0,False,False,False,True,False,False,False,Medium,1,Q3,3,0.9464920013123619,7.25,86.02
CUST1065,25.0,Female,Secondary,Self-Employed,1219897.0,1262676.0,532.0,0.0,70.0,89.37,0,0,0,0,0,0,0,0,0,2023,8,12,5,1.0,0,False,True,False,False,True,False,False,Medium,1,Q3,3,1.035067714733293,5.833333333333333,89.37
CUST1068,31.0,Male,Secondary,Self-Employed,311414.0,133535.0,816.0,0.0,18.0,78.67,0,0,0,0,0,0,0,0,0,2019,4,7,6,1.0,1,False,False,False,True,False,False,False,Low,0,Q1,0,0.42880217331269627,1.5,78.67
CUST1069,34.0,Female,Secondary,Salaried,1296053.0,939834.0,333.0,1.0,19.0,89.37,0,0,0,0,0,0,0,0,0,2016,11,24,3,1.0,0,False,False,True,True,False,False,False,High,1,Q1,1,0.7251509004647186,1.5833333333333333,89.37
CUST1071,67.0,Female,Graduate,Salaried,834981.0,147369.0,565.0,2.0,38.0,73.61,0,0,0,0,0,0,0,0,0,2020,4,26,6,2.0,0,False,True,False,False,False,True,False,Medium,1,Q2,3,0.17649383638669622,3.1666666666666665,73.61
CUST1072,57.0,Male,Primary,Salaried,1867500.0,226544.0,385.0,1.0,40.0,72.54,0,0,0,0,0,0,0,0,0,2018,2,8,3,0.0,1,True,False,False,False,False,False,False,High,1,Q2,1,0.12130870147255689,3.3333333333333335,72.54
CUST1073,21.0,Male,Secondary,Self-Employed,1758083.0,643655.0,617.0,1.0,87.0,38.43,0,0,0,0,0,0,0,0,0,2019,5,4,5,1.0,1,False,False,False,False,True,False,False,High,1,Q3,1,0.36611183886085014,7.25,38.43
CUST1074,19.0,Male,Primary,Unemployed,2314415.0,1197213.0,815.0,2.0,13.0,55.94,0,0,0,0,0,0,0,0,0,2017,8,30,2,0.0,1,False,True,False,False,False,True,False,Very High,1,Q1,2,0.517285361527643,1.0833333333333333,55.94
CUST1075,23.0,Male,Secondary,Salaried,1504473.0,874464.0,772.0,1.0,75.0,76.64,0,0,0,0,0,0,0,0,0,2021,1,26,1,1.0,1,False,False,False,True,False,False,False,High,1,Q3,1,0.5812427341667149,6.25,76.64
CUST1076,44.0,Female,Secondary,Unemployed,2246791.0,219773.0,641.0,2.0,34.0,65.05,0,0,0,0,0,0,0,0,0,2023,1,17,1,1.0,0,False,True,False,False,False,True,False,Very High,1,Q2,2,0.09781639680771376,2.8333333333333335,65.05
CUST1077,59.0,Female,Graduate,Salaried,1815594.0,1433864.0,802.0,0.0,81.0,11.69,0,0,0,0,0,0,0,0,0,2023,4,26,2,2.0,0,False,False,True,False,False,True,False,High,1,Q3,1,0.7897492501076783,6.75,11.69
CUST1078,21.0,Male,Graduate,Salaried,621529.0,1122398.0,373.0,2.0,95.0,36.94,0,0,0,0,0,0,0,0,0,2021,10,25,0,2.0,1,False,False,True,False,False,True,False,Low,1,Q4,0,1.8058658566213321,7.916666666666667,36.94
CUST1079,44.0,Other,Graduate,Salaried,791716.0,269967.0,385.0,0.0,67.0,21.56,0,0,0,0,0,0,0,0,0,2021,8,8,6,2.0,2,False,True,False,False,False,False,False,Medium,1,Q3,3,0.3409896983261675,5.583333333333333,21.56
CUST1080,46.0,Female,Secondary,Salaried,1539096.0,279717.0,700.0,2.0,112.0,28.64,0,0,0,0,0,0,0,0,0,2019,7,24,2,1.0,0,False,False,True,False,False,False,True,High,1,Q4,1,0.18174109997037222,9.333333333333334,28.64
CUST1081,35.0,Male,Graduate,Salaried,1315382.0,968193.0,681.0,1.0,39.0,82.44,0,0,0,0,0,0,0,0,0,2018,7,8,6,2.0,1,False,True,False,False,True,False,False,High,1,Q2,1,0.7360546213951537,3.25,82.44
CUST1084,51.0,Male,Graduate,Unemployed,217900.0,1067886.0,702.0,0.0,50.0,34.77,0,0,0,0,0,0,0,0,0,2021,5,18,1,2.0,1,True,False,False,False,False,False,True,Low,0,Q2,0,4.900807709958697,4.166666666666667,34.77
CUST1085,27.0,Male,Primary,Salaried,2343557.0,295976.0,818.0,1.0,60.0,59.35,0,0,0,0,0,0,0,0,0,2020,1,11,5,0.0,1,True,False,False,False,False,False,False,Very High,1,Q3,2,0.12629349318151853,5.0,59.35
CUST1086,53.0,Male,Graduate,Self-Employed,1621019.0,1187297.0,596.0,2.0,13.0,52.73,0,0,0,0,0,0,0,0,0,2021,4,29,3,2.0,1,False,False,False,False,False,True,False,High,1,Q1,1,0.7324386697503237,1.0833333333333333,52.73
CUST1088,48.0,Male,Graduate,Self-Employed,1578710.0,521638.0,360.0,0.0,91.0,23.14,0,0,0,0,0,0,0,0,0,2022,12,14,2,2.0,1,True,False,False,True,False,False,False,High,1,Q4,1,0.330420406534449,7.583333333333333,23.14
CUST1090,32.0,Male,Secondary,Salaried,1723906.0,1061328.0,680.0,1.0,108.0,50.2,0,0,0,0,0,0,0,0,0,2020,7,12,6,1.0,1,False,False,True,True,False,False,False,High,1,Q4,1,0.615653057649315,9.0,50.2
CUST1091,25.0,Female,Post-Graduate,Salaried,1046325.0,473931.0,789.0,0.0,7.0,31.69,0,0,0,0,0,0,0,0,0,2021,8,1,6,3.0,0,False,True,False,False,True,False,False,Medium,1,Q1,3,0.45294817575801016,0.5833333333333334,31.69
CUST1092,31.0,Male,Secondary,Salaried,2249068.0,1255766.0,559.0,1.0,102.0,85.81,0,0,0,0,0,0,0,0,0,2019,3,30,5,1.0,1,False,True,False,False,False,True,False,Very High,1,Q4,2,0.5583495029941291,8.5,85.81
CUST1093,40.0,Other,Graduate,Salaried,1644371.0,266545.0,404.0,0.0,23.0,47.11,0,0,0,0,0,0,0,0,0,2022,6,13,0,2.0,2,False,True,False,False,True,False,False,High,1,Q1,1,0.1620954152073954,1.9166666666666667,47.11
CUST1095,57.0,Male,Graduate,Unemployed,2473455.0,1122398.0,380.0,1.0,27.0,68.34,0,0,0,0,0,0,0,0,0,2020,8,25,1,2.0,1,False,False,False,False,False,True,False,Very High,1,Q1,2,0.4537774085237047,2.25,68.34
CUST1096,38.0,Other,Graduate,Unemployed,2473455.0,878964.0,596.0,4.0,108.0,36.31,0,0,0,0,0,0,0,0,0,2023,7,1,5,2.0,2,False,False,True,False,True,False,False,Very High,1,Q4,2,0.35535879973559253,9.0,36.31
CUST1097,33.0,Female,Graduate,Self-Employed,1864094.0,1454150.0,400.0,1.0,117.0,62.28,0,0,0,0,0,0,0,0,0,2021,11,6,5,2.0,0,False,False,True,False,False,False,True,High,1,Q4,1,0.78008405155534,9.75,62.28
CUST1098,62.0,Female,Secondary,Salaried,1853216.0,1446234.0,732.0,1.0,113.0,32.37,0,0,0,0,0,0,0,0,0,2023,8,14,0,1.0,0,True,False,False,False,True,False,False,High,1,Q4,1,0.7803914924110303,9.416666666666666,32.37
CUST1099,35.0,Male,Secondary,Salaried,2280996.0,1357925.0,763.0,1.0,11.0,55.66,0,0,0,0,0,0,0,0,0,2018,2,16,4,1.0,1,False,False,True,False,False,False,True,Very High,1,Q1,2,0.595321079037403,0.9166666666666666,55.66
CUST1100,64.0,Male,Primary,Salaried,227032.0,200534.0,696.0,2.0,109.0,71.77,0,0,0,0,0,0,0,0,0,2023,8,30,2,0.0,1,False,False,True,False,False,False,True,Low,0,Q4,0,0.883285175658057,9.083333333333334,71.77
CUST1101,44.0,Female,Secondary,Salaried,460171.0,1270388.0,849.0,1.0,80.0,84.24,0,0,0,0,0,0,0,0,0,2022,8,15,0,1.0,0,False,False,True,False,False,True,False,Low,0,Q3,0,2.760686788172223,6.666666666666667,84.24
CUST1104,42.0,Female,Post-Graduate,Salaried,1317903.0,1360363.0,509.0,1.0,19.0,47.14,0,0,0,0,0,0,0,0,0,2022,9,5,0,3.0,0,False,False,True,False,False,False,True,High,1,Q1,1,1.0322178491133263,1.5833333333333333,47.14
CUST1105,62.0,Male,Graduate,Salaried,97118.0,1385398.0,539.0,0.0,71.0,84.17,0,0,0,0,0,0,0,0,0,2018,1,5,4,2.0,1,False,True,False,False,False,True,False,Low,0,Q3,0,14.265100187400893,5.916666666666667,84.17
CUST1106,58.0,Female,Graduate,Unemployed,847166.0,876334.0,764.0,2.0,19.0,82.11,0,0,0,0,0,0,0,0,0,2022,12,13,1,2.0,0,True,False,False,True,False,False,False,Medium,1,Q1,3,1.0344300880819108,1.5833333333333333,82.11
CUST1107,46.0,Male,Graduate,Self-Employed,1462296.0,940913.0,466.0,1.0,55.0,17.19,0,0,0,0,0,0,0,0,0,2018,7,13,4,2.0,1,False,False,False,False,False,False,False,High,1,Q2,1,0.6434490691351136,4.583333333333333,17.19
CUST1108,32.0,Male,Secondary,Salaried,2162816.0,919694.0,747.0,1.0,92.0,20.55,0,0,0,0,0,0,0,0,0,2019,3,19,1,1.0,1,False,False,True,False,False,False,False,Very High,1,Q4,2,0.4252298854826301,7.666666666666667,20.55
CUST1109,62.0,Male,Post-Graduate,Unemployed,335493.0,867566.0,394.0,0.0,114.0,49.64,0,0,0,0,0,0,0,0,0,2020,1,31,4,3.0,1,False,False,False,True,False,False,False,Low,0,Q4,0,2.585943670955877,9.5,49.64
CUST1110,18.0,Female,Graduate,Salaried,1684050.0,1049051.0,326.0,0.0,12.0,18.53,0,0,0,0,0,0,0,0,0,2021,6,12,5,2.0,0,False,False,True,False,True,False,False,High,1,Q1,1,0.622933404590125,1.0,18.53
CUST1111,42.0,Male,Graduate,Salaried,990155.0,503594.0,632.0,1.0,73.0,37.65,0,0,0,0,0,0,0,0,0,2018,12,2,6,2.0,1,False,True,False,False,False,True,False,Medium,1,Q3,3,0.50860117860335,6.083333333333333,37.65
CUST1112,24.0,Male,Primary,Salaried,1758083.0,1439993.0,766.0,3.0,66.0,21.87,0,0,0,0,0,0,0,0,0,2018,8,2,3,0.0,1,True,False,False,True,False,False,False,High,1,Q3,1,0.8190699756496138,5.5,21.87
CUST1113,26.0,Female,Secondary,Salaried,593066.0,1465704.0,490.0,1.0,55.0,60.88,0,0,0,0,0,0,0,0,0,2016,1,29,4,1.0,0,False,False,True,False,False,False,False,Low,1,Q2,0,2.4714011593987855,4.583333333333333,60.88
CUST1116,61.0,Male,Graduate,Salaried,2321085.0,502312.0,681.0,3.0,82.0,40.02,0,0,0,0,0,0,0,0,0,2021,2,15,0,2.0,1,False,False,True,False,False,False,True,Very High,1,Q3,2,0.2164125829084243,6.833333333333333,40.02
CUST1117,25.0,Female,Secondary,Salaried,979084.0,874898.0,739.0,3.0,20.0,57.92,0,0,0,0,0,0,0,0,0,2018,11,20,1,1.0,0,True,False,False,False,False,True,False,Medium,1,Q1,3,0.8935882927307565,1.6666666666666667,57.92
CUST1118,41.0,Female,Post-Graduate,Self-Employed,97118.0,358634.0,706.0,2.0,88.0,78.5,0,0,0,0,0,0,0,0,0,2023,7,3,0,3.0,0,True,False,False,False,False,False,True,Low,0,Q3,0,3.6927655017607446,7.333333333333333,78.5
CUST1121,34.0,Male,Primary,Unemployed,664718.0,1377921.0,562.0,1.0,61.0,42.71,0,0,0,0,0,0,0,0,0,2023,9,15,4,0.0,1,False,False,True,False,True,False,False,Low,1,Q3,0,2.0729407056827105,5.083333333333333,42.71
CUST1122,25.0,Male,Graduate,Self-Employed,683623.0,1200933.0,617.0,0.0,35.0,26.49,0,0,0,0,0,0,0,0,0,2022,10,24,0,2.0,1,False,True,False,True,False,False,False,Low,1,Q2,3,1.756718249678551,2.9166666666666665,26.49
CUST1123,52.0,Other,Post-Graduate,Unemployed,1529589.0,1429298.0,734.0,3.0,10.0,42.22,0,0,0,0,0,0,0,0,0,2023,12,26,1,3.0,2,False,True,False,False,False,True,False,High,1,Q1,1,0.9344327136243789,0.8333333333333334,42.22
CUST1124,52.0,Male,Secondary,Unemployed,2272710.0,724186.0,340.0,1.0,103.0,16.08,0,0,0,0,0,0,0,0,0,2019,11,12,1,1.0,1,False,True,False,True,False,False,False,Very High,1,Q4,2,0.3186442616963889,8.583333333333334,16.08
CUST1125,50.0,Female,Post-Graduate,Self-Employed,479017.0,116373.0,804.0,1.0,83.0,65.63,0,0,0,0,0,0,0,0,0,2020,11,24,1,3.0,0,False,False,True,False,True,False,False,Low,0,Q3,0,0.24294127348298702,6.916666666666667,65.63
CUST1128,56.0,Female,Graduate,Salaried,750990.0,54363.0,844.0,1.0,79.0,19.69,0,0,0,0,0,0,0,0,0,2020,4,19,6,2.0,0,True,False,False,False,True,False,False,Medium,1,Q3,3,0.07238844724963049,6.583333333333333,19.69
CUST1130,45.0,Male,Primary,Salaried,274152.0,436491.0,815.0,3.0,32.0,49.48,0,0,0,0,0,0,0,0,0,2018,1,29,0,0.0,1,False,False,True,False,False,False,True,Low,0,Q1,0,1.5921496104350872,2.6666666666666665,49.48
CUST1132,26.0,Male,Graduate,Salaried,948277.0,1327978.0,759.0,3.0,118.0,55.55,0,0,0,0,0,0,0,0,0,2019,9,13,4,2.0,1,False,True,False,False,False,True,False,Medium,1,Q4,3,1.4004114831425838,9.833333333333334,55.55
CUST1133,25.0,Female,Secondary,Salaried,1899239.0,378292.0,791.0,0.0,101.0,42.84,0,0,0,0,0,0,0,0,0,2019,6,22,5,1.0,0,False,False,True,True,False,False,False,Very High,1,Q4,2,0.19918082979551283,8.416666666666666,42.84
CUST1134,29.0,Female,Graduate,Salaried,238477.0,298116.0,520.0,0.0,52.0,25.4,0,0,0,0,0,0,0,0,0,2020,11,20,4,2.0,0,False,True,False,False,False,False,True,Low,0,Q2,0,1.250082817210884,4.333333333333333,25.4
CUST1137,65.0,Female,Primary,Self-Employed,1157209.0,109888.0,726.0,0.0,37.0,18.31,0,0,0,0,0,0,0,0,0,2023,2,20,0,0.0,0,False,False,True,False,True,False,False,Medium,1,Q2,3,0.09495951033910037,3.0833333333333335,18.31
CUST1138,44.0,Female,Graduate,Salaried,1847787.0,1164731.0,513.0,0.0,104.0,66.81,0,0,0,0,0,0,0,0,0,2017,2,2,3,2.0,0,True,False,False,False,False,True,False,High,1,Q4,1,0.6303383452746447,8.666666666666666,66.81
